kode_kecamatan,kode_kabupaten,kode_provinsi,name
16,02,53,Toianas
17,02,53,Nunkolo
18,02,53,Oenino
19,02,53,Kolbano
20,02,53,Kot Olin
21,02,53,Kualin
22,02,53,Mollo Barat
23,02,53,Kok Baun
24,02,53,Noebana
25,02,53,Santian
26,02,53,Noebeba
27,02,53,Kuatnana
28,02,53,Fautmolo
29,02,53,Fatukopa
30,02,53,Mollo Tengah
31,02,53,Tobu
32,02,53,Nunbena
01,03,53,Miomaffo Timur (Miomafo Timur)
02,03,53,Miomaffo Barat (Miomafo Barat)
03,03,53,Biboki Selatan
04,03,53,Noemuti
05,03,53,Kota Kefamenanu
06,03,53,Biboki Utara
07,03,53,Biboki Anleu
08,03,53,Insana
09,03,53,Insana Utara
10,03,53,Noemuti Timur
11,03,53,Miomaffo Tengah (Miomafo Tengah)
12,03,53,Musi
13,03,53,Mutis
14,03,53,Bikomi Selatan
15,03,53,Bikomi Tengah
16,03,53,Bikomi Nilulat
17,03,53,Bikomi Utara
18,03,53,Naibenu
19,03,53,Insana Fafinesu
20,03,53,Insana Barat
21,03,53,Insana Tengah
22,03,53,Biboki Tan Pah
23,03,53,Biboki Moenleu
24,03,53,Biboki Feotleu
01,04,53,Lamaknen
02,04,53,Tasifeto Timur
03,04,53,Raihat
04,04,53,Tasifeto Barat
05,04,53,Kakuluk Mesak
12,04,53,Kota Atambua (Atambua Kota)
13,04,53,Raimanuk
17,04,53,Lasiolat
18,04,53,Lamaknen Selatan
21,04,53,Atambua Barat
22,04,53,Atambua Selatan
23,04,53,Nanaet Duabesi
01,05,53,Teluk Mutiara
02,05,53,Alor Barat Laut
03,05,53,Alor Barat Daya
04,05,53,Alor Selatan
05,05,53,Alor Timur
06,05,53,Pantar
07,05,53,Alor Tengah Utara
08,05,53,Alor Timur Laut
09,05,53,Pantar Barat
10,05,53,Kabola
11,05,53,Pulau Pura
12,05,53,Mataru
13,05,53,Pureman
14,05,53,Pantar Timur
15,05,53,Lembur
16,05,53,Pantar Tengah
17,05,53,Pantar Baru Laut
18,05,53,Abad Selatan
01,06,53,Wulanggitang
02,06,53,Titehena
03,06,53,Larantuka
04,06,53,Ile Mandiri
05,06,53,Tanjung Bunga
06,06,53,Solor Barat
07,06,53,Solor Timur
08,06,53,Adonara Barat
09,06,53,Wotan Ulumando
10,06,53,Adonara Timur
11,06,53,Kelubagolit
12,06,53,Witihama
13,06,53,Ile Boleng
14,06,53,Demon Pagong
15,06,53,Lewolema
16,06,53,Ile Bura
17,06,53,Adonara
18,06,53,Adonara Tengah
19,06,53,Solor Selatan
01,07,53,Paga
02,07,53,Mego
03,07,53,Lela
04,07,53,Nita
05,07,53,Alok
06,07,53,Palue
07,07,53,Nelle (Maumerei)
08,07,53,Talibura
09,07,53,Waigete
10,07,53,Kewapante
11,07,53,Bola
12,07,53,Magepanda
13,07,53,Waiblama
14,07,53,Alok Barat
15,07,53,Alok Timur
16,07,53,Koting
17,07,53,Tana Wawo
18,07,53,Hewokloang
19,07,53,Kangae
20,07,53,Doreng
21,07,53,Mapitara
01,08,53,Nangapanda
02,08,53,Pulau Ende
03,08,53,Ende
04,08,53,Ende Selatan
05,08,53,Ndona
06,08,53,Detusoko
07,08,53,Wewaria
08,08,53,Wolowaru
09,08,53,Wolojita
10,08,53,Maurole
11,08,53,Maukaro
12,08,53,Lio Timur
13,08,53,Kota Baru
14,08,53,Kelimutu
15,08,53,Detukeli
16,08,53,Ndona Timur
17,08,53,Ndori
18,08,53,Ende Utara
19,08,53,Ende Tengah
20,08,53,Ende Timur
21,08,53,Lepembusu Kelisoke
01,09,53,Aimere
02,09,53,Golewa
06,09,53,Bajawa
07,09,53,Soa
09,09,53,Riung
12,09,53,Jerebuu
14,09,53,Riung Barat
15,09,53,Bajawa Utara
16,09,53,Wolomeze (Riung Selatan)
18,09,53,Golewa Selatan
19,09,53,Golewa Barat
20,09,53,Inerie
01,10,53,Wae Rii
03,10,53,Ruteng
05,10,53,Satar Mese
06,10,53,Cibal
11,10,53,Reok
12,10,53,Langke Rembong
13,10,53,Satar Mese Barat
14,10,53,Rahong Utara
15,10,53,Lelak
16,10,53,Reok Barat
17,10,53,Cibal Barat
18,10,53,Satar Mese Utara
01,11,53,Kota Waingapu
02,11,53,Haharu
03,11,53,Lewa
04,11,53,Nggaha Ori Angu (Nggaha Oriangu)
05,11,53,Tabundung
06,11,53,Pinu Pahar (Pinupahar / Pirapahar)
07,11,53,Pandawai
08,11,53,Umalulu
09,11,53,Rindi
10,11,53,Pahunga Lodu
11,11,53,Wulla Waijelu (Wula Waijelu)
12,11,53,Paberiwai
13,11,53,Karera
14,11,53,Kahaungu Eti (Kahaunguweti)
15,11,53,Matawai La Pawu (Lappau)
16,11,53,Kambera
17,11,53,Kambata Mapambuhang
18,11,53,Lewa Tidahu
19,11,53,Katala Hamu Lingu
20,11,53,Kanatang
21,11,53,Ngadu Ngala
22,11,53,Mahu
04,12,53,Tana Righu
10,12,53,Loli
11,12,53,Wanokaka
12,12,53,Lamboya
15,12,53,Kota Waikabubak
18,12,53,Laboya Barat (Lamboya Barat)
01,13,53,Naga Wutung
02,13,53,Atadei
03,13,53,Ile Ape
04,13,53,Lebatukan
05,13,53,Nubatukan
06,13,53,Omesuri
07,13,53,Buyasuri
08,13,53,Wulandoni
09,13,53,Ile Ape Timur
01,14,53,Rote Barat Daya
02,14,53,Rote Barat Laut
03,14,53,Lobalain
04,14,53,Rote Tengah
05,14,53,Pantai Baru
06,14,53,Rote Timur
07,14,53,Rote Barat
08,14,53,Rote Selatan
09,14,53,Ndao Nuse
10,14,53,Landu Leko
11,14,53,Loaholu
01,15,53,Macang Pacar
02,15,53,Kuwus
03,15,53,Lembor
04,15,53,Sano Nggoang
05,15,53,Komodo
06,15,53,Boleng
07,15,53,Welak
08,15,53,Ndoso
09,15,53,Lembor Selatan
10,15,53,Mbeliling
11,15,53,Pacar
12,15,53,Kuwus Barat
01,16,53,Aesesa
02,16,53,Nangaroro
03,16,53,Boawae
04,16,53,Mauponggo
05,16,53,Wolowae
06,16,53,Keo Tengah
07,16,53,Aesesa Selatan
01,17,53,Katiku Tana
02,17,53,Umbu Ratu Nggay Barat
03,17,53,Mamboro
04,17,53,Umbu Ratu Nggay
05,17,53,Katiku Tana Selatan (Katikutana Selatan)
06,17,53,Umbu Ratu Nggay Tengah
01,18,53,Loura
02,18,53,Wewewa Utara
03,18,53,Wewewa Timur
04,18,53,Wewewa Barat
05,18,53,Wewewa Selatan
06,18,53,Kodi Bangedo
07,18,53,Kodi
08,18,53,Kodi Utara
09,18,53,Kota Tambolaka
10,18,53,Wewewa Tengah
11,18,53,Kodi Balaghar
01,19,53,Borong
02,19,53,Lamba Leda Selatan (Poco Ranaka)
03,19,53,Lamba Leda
04,19,53,Sambi Rampas
05,19,53,Elar
06,19,53,Kota Komba
07,19,53,Rana Mese
08,19,53,Lamba Leda Timur (Poco Ranaka Timur)
09,19,53,Elar Selatan
10,19,53,Kota Komba Utara
11,19,53,Lamba Leda Utara
12,19,53,Congkar
01,20,53,Sabu Barat
02,20,53,Sabu Tengah
03,20,53,Sabu Timur
04,20,53,Sabu Liae
05,20,53,Hawu Mehara
06,20,53,Raijua
01,21,53,Malaka Tengah
02,21,53,Malaka Barat
03,21,53,Wewiku
04,21,53,Weliman
05,21,53,Rinhat
06,21,53,Io Kufeu
07,21,53,Sasitamean
08,21,53,Laenmanen
09,21,53,Malaka Timur
10,21,53,Kobalima Timur
11,21,53,Kobalima
12,21,53,Botin Leobele
01,71,53,Alak
02,71,53,Maulafa
03,71,53,Kelapa Lima
04,71,53,Oebobo
05,71,53,Kota Raja
06,71,53,Kota Lama
01,01,61,Sambas
02,01,61,Teluk Keramat
03,01,61,Jawai
04,01,61,Tebas
05,01,61,Pemangkat
06,01,61,Sejangkung
07,01,61,Selakau
08,01,61,Paloh
09,01,61,Sajingan Besar
10,01,61,Subah
11,01,61,Galing
12,01,61,Tekarang
13,01,61,Semparuk
14,01,61,Sajad
15,01,61,Sebawi
16,01,61,Jawai Selatan
17,01,61,Tangaran
18,01,61,Salatiga
19,01,61,Selakau Timur
01,02,61,Mempawah Hilir
06,02,61,Toho
07,02,61,Sungai Pinyuh (Sei Pinyuh)
08,02,61,Jongkat (Siantan)
12,02,61,Sungai Kunyit
15,02,61,Segedong
16,02,61,Anjongan
17,02,61,Sadaniang
18,02,61,Mempawah Timur
01,03,61,Kapuas (Sanggau Kapuas)
02,03,61,Mukok
03,03,61,Noyan
04,03,61,Jangkang
05,03,61,Bonti
06,03,61,Beduai (Beduwai)
07,03,61,Sekayam
08,03,61,Kembayan
09,03,61,Parindu
10,03,61,Tayan Hulu
11,03,61,Tayan Hilir
12,03,61,Balai
13,03,61,Toba
20,03,61,Meliau
21,03,61,Entikong
01,04,61,Matan Hilir Utara
02,04,61,Marau
03,04,61,Manis Mata
04,04,61,Kendawangan
05,04,61,Sandai
07,04,61,Sungai Laur
08,04,61,Simpang Hulu
11,04,61,Nanga Tayap
12,04,61,Matan Hilir Selatan
13,04,61,Tumbang Titi
14,04,61,Jelai Hulu
16,04,61,Delta Pawan
17,04,61,Muara Pawan
18,04,61,Benua Kayong
19,04,61,Hulu Sungai
20,04,61,Simpang Dua
21,04,61,Air Upas
22,04,61,Singkup
24,04,61,Pemahan
25,04,61,Sungai Melayu Rayak
01,05,61,Sintang
02,05,61,Tempunak
03,05,61,Sepauk
04,05,61,Ketungau Hilir
05,05,61,Ketungau Tengah
06,05,61,Ketungau Hulu
07,05,61,Dedai
08,05,61,Kayan Hilir
09,05,61,Kayan Hulu
14,05,61,Serawai
15,05,61,Ambalau
19,05,61,Kelam Permai
20,05,61,Sungai Tebelian
21,05,61,Binjai Hulu
01,06,61,Putussibau Utara
02,06,61,Bika
03,06,61,Embaloh Hilir
04,06,61,Embaloh Hulu
05,06,61,Bunut Hilir
06,06,61,Bunut Hulu
07,06,61,Jongkong (Jengkong)
08,06,61,Hulu Gurung
09,06,61,Selimbau
10,06,61,Semitau
11,06,61,Seberuang
12,06,61,Batang Lupar
13,06,61,Empanang
14,06,61,Badau
15,06,61,Silat Hilir
16,06,61,Silat Hulu
17,06,61,Putussibau Selatan
18,06,61,Kalis
19,06,61,Boyan Tanjung
20,06,61,Mentebah
21,06,61,Pengkadan (Batu Datu)
22,06,61,Suhaid
23,06,61,Puring Kencana
01,07,61,Sungai Raya
02,07,61,Samalantan
03,07,61,Ledo
04,07,61,Bengkayang
05,07,61,Seluas
06,07,61,Sanggau Ledo
07,07,61,Jagoi Babang
08,07,61,Monterado
09,07,61,Teriak
10,07,61,Suti Semarang
11,07,61,Capkala
12,07,61,Siding
13,07,61,Lumar
14,07,61,Sungai Betung
15,07,61,Sungai Raya Kepulauan
16,07,61,Lembah Bawang
17,07,61,Tujuh Belas
01,08,61,Ngabang
02,08,61,Mempawah Hulu
03,08,61,Menjalin
04,08,61,Mandor
05,08,61,Air Besar
06,08,61,Menyuke
07,08,61,Sengah Temila
08,08,61,Meranti
09,08,61,Kuala Behe
10,08,61,Sebangki
11,08,61,Jelimpo
12,08,61,Banyuke Hulu
13,08,61,Sompak
01,09,61,Sekadau Hilir
02,09,61,Sekadau Hulu
03,09,61,Nanga Taman
04,09,61,Nanga Mahap
05,09,61,Belitang Hilir
06,09,61,Belitang Hulu
07,09,61,Belitang
01,10,61,Belimbing
02,10,61,Nanga Pinoh
03,10,61,Ella Hilir
04,10,61,Menukung
05,10,61,Sayan
06,10,61,Tanah Pinoh
07,10,61,Sokan
08,10,61,Pinoh Utara
09,10,61,Pinoh Selatan
10,10,61,Belimbing Hulu
11,10,61,Tanah Pinoh Barat
01,11,61,Sukadana
02,11,61,Simpang Hilir
03,11,61,Teluk Batang
04,11,61,Pulau Maya (Pulau Maya Karimata)
05,11,61,Seponti
06,11,61,Kepulauan Karimata
01,12,61,Sungai Raya
02,12,61,Kuala Mandor B
03,12,61,Sungai Ambawang
04,12,61,Terentang
05,12,61,Batu Ampar
06,12,61,Kubu
07,12,61,Rasau Jaya
08,12,61,Teluk Pakedai
09,12,61,Sungai Kakap
01,71,61,Pontianak Selatan
02,71,61,Pontianak Timur
03,71,61,Pontianak Barat
04,71,61,Pontianak Utara
05,71,61,Pontianak Kota
06,71,61,Pontianak Tenggara
01,72,61,Singkawang Tengah
02,72,61,Singkawang Barat
03,72,61,Singkawang Timur
04,72,61,Singkawang Utara
05,72,61,Singkawang Selatan
01,01,62,Kumai
02,01,62,Arut Selatan
03,01,62,Kotawaringin Lama
04,01,62,Arut Utara
05,01,62,Pangkalan Lada
06,01,62,Pangkalan Banteng
01,02,62,Kota Besi
02,02,62,Cempaga
03,02,62,Mentaya Hulu
04,02,62,Parenggean
05,02,62,Baamang
06,02,62,Mentawa Baru Ketapang
07,02,62,Mentaya Hilir Utara
08,02,62,Mentaya Hilir Selatan
09,02,62,Pulau Hanaut
10,02,62,Antang Kalang
11,02,62,Teluk Sampit
12,02,62,Seranau
13,02,62,Cempaga Hulu
14,02,62,Telawang
15,02,62,Bukit Santuai (Bukit Santuei)
16,02,62,Tualan Hulu
17,02,62,Telaga Antang
01,03,62,Selat
02,03,62,Kapuas Hilir
03,03,62,Kapuas Timur
04,03,62,Kapuas Kuala
05,03,62,Kapuas Barat
06,03,62,Pulau Petak
07,03,62,Kapuas Murung
08,03,62,Basarang
09,03,62,Mantangai
10,03,62,Timpah
11,03,62,Kapuas Tengah
12,03,62,Kapuas Hulu
13,03,62,Tamban Catur
14,03,62,Pasak Talawang
15,03,62,Mandau Talawang
16,03,62,Dadahup
17,03,62,Bataguh
01,04,62,Jenamas
02,04,62,Dusun Hilir
03,04,62,Karau Kuala
04,04,62,Dusun Utara
05,04,62,Gn. Bintang Awai (Gunung Bintang Awai)
06,04,62,Dusun Selatan
01,05,62,Montallat (Montalat)
02,05,62,Gunung Timang
03,05,62,Gunung Purei
04,05,62,Teweh Timur
05,05,62,Teweh Tengah
06,05,62,Lahei
07,05,62,Teweh Baru
08,05,62,Teweh Selatan
09,05,62,Lahei Barat
01,06,62,Kamipang
02,06,62,Katingan Hilir
03,06,62,Tewang Sangalang Garing
04,06,62,Pulau Malan
05,06,62,Katingan Tengah
06,06,62,Sanaman Mantikei (Senamang Mantikei)
07,06,62,Marikit
08,06,62,Katingan Hulu
09,06,62,Mendawai
10,06,62,Katingan Kuala
11,06,62,Tasik Payawan
12,06,62,Petak Malai
13,06,62,Bukit Raya
01,07,62,Seruyan Hilir
02,07,62,Seruyan Tengah
03,07,62,Danau Sembuluh
04,07,62,Hanau
05,07,62,Seruyan Hulu
06,07,62,Seruyan Hilir Timur
07,07,62,Seruyan Raya
08,07,62,Danau Seluluk
09,07,62,Batu Ampar
10,07,62,Suling Tambun
01,08,62,Sukamara
02,08,62,Jelai
03,08,62,Balai Riam
04,08,62,Pantai Lunci
05,08,62,Permata Kecubung
01,09,62,Lamandau
02,09,62,Delang
03,09,62,Bulik
04,09,62,Bulik Timur
05,09,62,Menthobi Raya
06,09,62,Sematu Jaya
07,09,62,Belantikan Raya
08,09,62,Batang Kawa
01,10,62,Sepang (Sepang Simin)
02,10,62,Kurun
03,10,62,Tewah
04,10,62,Kahayan Hulu Utara
05,10,62,Rungan
06,10,62,Manuhing
07,10,62,Mihing Raya
08,10,62,Damang Batu
09,10,62,Miri Manasa
10,10,62,Rungan Hulu
11,10,62,Manuhing Raya (Mahuning Raya)
12,10,62,Rungan Barat
01,11,62,Pandih Batu
02,11,62,Kahayan Kuala
03,11,62,Kahayan Tengah
04,11,62,Banama Tingang
05,11,62,Kahayan Hilir
06,11,62,Maliku
07,11,62,Jabiren Raya
08,11,62,Sebangau Kuala
01,12,62,Murung
02,12,62,Tanah Siang
03,12,62,Laung Tuhup
04,12,62,Permata Intan
05,12,62,Sumber Barito
06,12,62,Barito Tuhup Raya
07,12,62,Tanah Siang Selatan
08,12,62,Sungai Babuat
09,12,62,Seribu Riam
10,12,62,Uut Murung
01,13,62,Dusun Timur
02,13,62,Banua Lima
03,13,62,Patangkep Tutui
04,13,62,Awang
05,13,62,Dusun Tengah
06,13,62,Pematang Karau
07,13,62,Paju Epat
08,13,62,Raren Batuah
09,13,62,Paku
10,13,62,Karusen Janang
01,71,62,Pahandut
02,71,62,Bukit Batu
03,71,62,Jekan Raya
04,71,62,Sabangau (Sebangau)
05,71,62,Rakumpit
01,01,63,Takisung
02,01,63,Jorong
03,01,63,Pelaihari
04,01,63,Kurau
05,01,63,Bati Bati
06,01,63,Panyipatan
07,01,63,Kintap
08,01,63,Tambang Ulang
09,01,63,Batu Ampar
10,01,63,Bajuin
11,01,63,Bumi Makmur
01,02,63,Pulau Sembilan (Pulausembilan)
02,02,63,Pulau Laut Barat (Pulaulaut Barat)
03,02,63,Pulau Laut Selatan (Pulaulaut Selatan)
04,02,63,Pulau Laut Timur (Pulaulaut Timur)
05,02,63,Pulau Sebuku (Pulausebuku)
06,02,63,Pulau Laut Utara (Pulaulaut Utara)
07,02,63,Kelumpang Selatan
08,02,63,Kelumpang Hulu
09,02,63,Kelumpang Tengah
10,02,63,Kelumpang Utara
11,02,63,Pamukan Selatan
12,02,63,Sampanahan
13,02,63,Pamukan Utara
14,02,63,Hampang
15,02,63,Sungai Durian (Sungaidurian)
16,02,63,Pulau Laut Tengah (Pulaulaut Tengah)
17,02,63,Kelumpang Hilir
18,02,63,Kelumpang Barat
19,02,63,Pamukan Barat
20,02,63,Pulau Laut Kepulauan (Pulaulaut Kepulauan)
21,02,63,Pulau Laut Tanjung Selayar
22,02,63,Pulaulaut Sigam
01,03,63,Aluh Aluh
02,03,63,Kertak Hanyar
03,03,63,Gambut
04,03,63,Sungai Tabuk
05,03,63,Martapura (Martapura Kota)
06,03,63,Karang Intan
07,03,63,Astambul
08,03,63,Simpang Empat
09,03,63,Pengaron (Pengarom)
10,03,63,Sungai Pinang
11,03,63,Aranio
12,03,63,Mataraman
13,03,63,Beruntung Baru
14,03,63,Martapura Barat
15,03,63,Martapura Timur
16,03,63,Sambung Makmur
17,03,63,Paramasan (Peramasan)
18,03,63,Telaga Bauntung
19,03,63,Tatah Makmur
20,03,63,Cintapuri Darussalam
01,04,63,Tabunganen
02,04,63,Tamban
03,04,63,Anjir Pasar
04,04,63,Anjir Muara
05,04,63,Alalak
06,04,63,Mandastana
07,04,63,Rantau Badauh
08,04,63,Belawang
09,04,63,Cerbon
10,04,63,Bakumpai
11,04,63,Kuripan
12,04,63,Tabukan
13,04,63,Mekarsari (Mekar Sari)
14,04,63,Barambai
15,04,63,Marabahan
16,04,63,Wanaraya
17,04,63,Jejangkit
01,05,63,Binuang
02,05,63,Tapin Selatan
03,05,63,Tapin Tengah
04,05,63,Tapin Utara
05,05,63,Candi Laras Selatan
06,05,63,Candi Laras Utara
07,05,63,Bakarangan
08,05,63,Piani
09,05,63,Bungur
10,05,63,Lokpaikat
11,05,63,Salam Babaris
12,05,63,Hatungun
01,06,63,Sungai Raya
02,06,63,Padang Batung
03,06,63,Telaga Langsat
04,06,63,Angkinang
05,06,63,Kandangan
06,06,63,Simpur
07,06,63,Daha Selatan
08,06,63,Daha Utara
09,06,63,Kalumpang (Kelumpang)
10,06,63,Loksado
11,06,63,Daha Barat
01,07,63,Haruyan
02,07,63,Batu Benawa
03,07,63,Labuan Amas Selatan
04,07,63,Labuan Amas Utara
05,07,63,Pandawan
06,07,63,Barabai
07,07,63,Batang Alai Selatan
08,07,63,Batang Alai Utara
09,07,63,Hantakan
10,07,63,Batang Alai Timur
11,07,63,Limpasu
01,08,63,Danau Panggang
02,08,63,Babirik
03,08,63,Sungai Pandan
04,08,63,Amuntai Selatan
05,08,63,Amuntai Tengah
06,08,63,Amuntai Utara
07,08,63,Banjang
08,08,63,Haur Gading
09,08,63,Paminggir
10,08,63,Sungai Tabukan
01,09,63,Banua Lawas
02,09,63,Kelua (Klua)
03,09,63,Tanta
04,09,63,Tanjung
05,09,63,Haruai
06,09,63,Murung Pudak
07,09,63,Muara Uya
08,09,63,Muara Harus
09,09,63,Pugaan
10,09,63,Upau
11,09,63,Jaro
12,09,63,Bintang Ara
01,10,63,Batu Licin (Batulicin)
02,10,63,Kusan Hilir
03,10,63,Sungai Loban
04,10,63,Satui
05,10,63,Kusan Hulu
06,10,63,Simpang Empat
07,10,63,Karang Bintang
08,10,63,Mantewe
09,10,63,Angsana
10,10,63,Kuranji
11,10,63,Kusan Tengah
12,10,63,Teluk Kepayang
01,11,63,Juai
02,11,63,Halong
03,11,63,Awayan
04,11,63,Batu Mandi
05,11,63,Lampihong
06,11,63,Paringin
07,11,63,Paringin Selatan
08,11,63,Tebing Tinggi
01,71,63,Banjarmasin Selatan
02,71,63,Banjarmasin Timur
03,71,63,Banjarmasin Barat
04,71,63,Banjarmasin Utara
05,71,63,Banjarmasin Tengah
02,72,63,Landasan Ulin
03,72,63,Cempaka
04,72,63,Banjarbaru Utara (Banjar Baru Utara)
05,72,63,Banjarbaru Selatan (Banjar Baru Selatan)
06,72,63,Liang Anggang
01,01,64,Batu Sopang
02,01,64,Tanjung Harapan
03,01,64,Paser Belengkong (Pasir Belengkong)
04,01,64,Tanah Grogot
05,01,64,Kuaro
06,01,64,Long Ikis
07,01,64,Muara Komam
08,01,64,Long Kali
09,01,64,Batu Engau
10,01,64,Muara Samu
01,02,64,Muara Muntai
02,02,64,Loa Kulu
03,02,64,Loa Janan
04,02,64,Anggana
05,02,64,Muara Badak
06,02,64,Tenggarong
07,02,64,Sebulu
08,02,64,Kota Bangun
09,02,64,Kenohan
10,02,64,Kembang Janggut
11,02,64,Muara Kaman
12,02,64,Tabang
13,02,64,Samboja (Semboja)
14,02,64,Muara Jawa
15,02,64,Sanga Sanga
16,02,64,Tenggarong Seberang
17,02,64,Marang Kayu
18,02,64,Muara Wis
19,02,64,Kota Bangun Darat
20,02,64,Samboja Barat
01,03,64,Kelay
02,03,64,Talisayan
03,03,64,Sambaliung
04,03,64,Segah
05,03,64,Tanjung Redeb
06,03,64,Gunung Tabur
07,03,64,Pulau Derawan
08,03,64,Biduk-Biduk
09,03,64,Teluk Bayur
10,03,64,Tabalar
11,03,64,Maratua
12,03,64,Batu Putih
13,03,64,Biatan
05,07,64,Long Iram
06,07,64,Melak
07,07,64,Barong Tongkok
08,07,64,Damai
09,07,64,Muara Lawa
10,07,64,Muara Pahu
11,07,64,Jempang
12,07,64,Bongan
13,07,64,Penyinggahan
14,07,64,Bentian Besar
15,07,64,Linggang Bigung
16,07,64,Nyuatan
17,07,64,Siluq Ngurai
18,07,64,Mook Manaar Bulatn
19,07,64,Tering
20,07,64,Sekolaq Darat
01,08,64,Muara Ancalong
02,08,64,Muara Wahau
03,08,64,Muara Bengkal
04,08,64,Sangatta Utara
05,08,64,Sangkulirang
06,08,64,Busang
07,08,64,Telen
08,08,64,Kombeng (Kongbeng)
09,08,64,Bengalon
10,08,64,Kaliorang
11,08,64,Sandaran
12,08,64,Sangatta Selatan
13,08,64,Teluk Pandan
14,08,64,Rantau Pulung
15,08,64,Kaubun
16,08,64,Karangan
17,08,64,Batu Ampar
18,08,64,Long Mesangat
01,09,64,Penajam
02,09,64,Waru
03,09,64,Babulu
04,09,64,Sepaku
01,11,64,Long Bagun
02,11,64,Long Hubung
03,11,64,Laham
04,11,64,Long Apari
05,11,64,Long Pahangai
01,71,64,Balikpapan Timur
02,71,64,Balikpapan Barat
03,71,64,Balikpapan Utara
04,71,64,Balikpapan Tengah
05,71,64,Balikpapan Selatan
06,71,64,Balikpapan Kota
01,72,64,Palaran
02,72,64,Samarinda Seberang
03,72,64,Samarinda Ulu
04,72,64,Samarinda Ilir
05,72,64,Samarinda Utara
06,72,64,Sungai Kunjang
07,72,64,Sambutan
08,72,64,Sungai Pinang
09,72,64,Samarinda Kota
10,72,64,Loa Janan Ilir
01,74,64,Bontang Utara
02,74,64,Bontang Selatan
03,74,64,Bontang Barat
01,01,65,Tanjung Palas
02,01,65,Tanjung Palas Barat
03,01,65,Tanjung Palas Utara
04,01,65,Tanjung Palas Timur
05,01,65,Tanjung Selor
06,01,65,Tanjung Palas Tengah
07,01,65,Peso
08,01,65,Peso Hilir (Ilir)
09,01,65,Sekatak
10,01,65,Bunyu (Pulau Bunyu)
01,02,65,Mentarang
02,02,65,Malinau Kota
03,02,65,Pujungan
04,02,65,Kayan Hilir
05,02,65,Kayan Hulu
06,02,65,Malinau Selatan
07,02,65,Malinau Utara
08,02,65,Malinau Barat
09,02,65,Sungai Boh
10,02,65,Kayan Selatan
11,02,65,Bahau Hulu
12,02,65,Mentarang Hulu
13,02,65,Malinau Selatan Hilir
14,02,65,Malinau Selatan Hulu
15,02,65,Sungai Tubu
01,03,65,Sebatik
02,03,65,Nunukan
03,03,65,Sembakung
04,03,65,Lumbis
05,03,65,Krayan
06,03,65,Sebuku
07,03,65,Krayan Selatan
08,03,65,Sebatik Barat
09,03,65,Nunukan Selatan
10,03,65,Sebatik Timur
11,03,65,Sebatik Utara
12,03,65,Sebatik Tengah
13,03,65,Sei Menggaris
14,03,65,Tulin Onsoi
15,03,65,Lumbis Ogong
16,03,65,Sembakung Atulai
17,03,65,Krayan Tengah
18,03,65,Krayan Timur
19,03,65,Krayan Barat
20,03,65,Lumbis Pansiangan
21,03,65,Lumbis Hulu
01,04,65,Sesayap
02,04,65,Sesayap Hilir
03,04,65,Tana Lia
04,04,65,Betayau
05,04,65,Muruk Rian
01,71,65,Tarakan Barat
02,71,65,Tarakan Tengah
03,71,65,Tarakan Timur
04,71,65,Tarakan Utara
05,01,71,Sang Tombolang
09,01,71,Dumoga Barat
10,01,71,Dumoga Timur
11,01,71,Dumoga Utara
12,01,71,Lolak
13,01,71,Bolaang
14,01,71,Lolayan
19,01,71,Passi Barat
20,01,71,Poigar
22,01,71,Passi Timur
31,01,71,Bolaang Timur
32,01,71,Bilalang
33,01,71,Dumoga
34,01,71,Dumoga Tenggara
35,01,71,Dumoga Tengah
01,02,71,Tondano Barat
02,02,71,Tondano Timur
03,02,71,Eris
04,02,71,Kombi
05,02,71,Lembean Timur
06,02,71,Kakas
07,02,71,Tompaso
08,02,71,Remboken
09,02,71,Langowan Timur
10,02,71,Langowan Barat
11,02,71,Sonder
12,02,71,Kawangkoan
13,02,71,Pineleng
14,02,71,Tombulu
15,02,71,Tombariri
16,02,71,Tondano Utara
17,02,71,Langowan Selatan
18,02,71,Tondano Selatan
19,02,71,Langowan Utara
20,02,71,Kakas Barat
21,02,71,Kawangkoan Utara
22,02,71,Kawangkoan Barat
23,02,71,Mandolang
24,02,71,Tombariri Timur
25,02,71,Tompaso Barat
08,03,71,Tabukan Utara
09,03,71,Nusa Tabukan
10,03,71,Manganitu Selatan
11,03,71,Tatoareng
12,03,71,Tamako
13,03,71,Manganitu
14,03,71,Tabukan Tengah
15,03,71,Tabukan Selatan
16,03,71,Kendahe
17,03,71,Tahuna
19,03,71,Tabukan Selatan Tengah
20,03,71,Tabukan Selatan Tenggara
23,03,71,Tahuna Barat
24,03,71,Tahuna Timur
25,03,71,Kepulauan Marore
01,04,71,Lirung
02,04,71,Beo
03,04,71,Rainis
04,04,71,Essang
05,04,71,Nanusa
06,04,71,Kabaruan
07,04,71,Melonguane
08,04,71,Gemeh
09,04,71,Damau (Damao)
10,04,71,Tampan' Amma (Tampan Amma)
11,04,71,Salibabu
12,04,71,Kalongan
13,04,71,Miangas
14,04,71,Beo Utara
15,04,71,Pulutan
16,04,71,Melonguane Timur
17,04,71,Moronge
18,04,71,Beo Selatan
19,04,71,Essang Selatan
01,05,71,Modoinding
02,05,71,Tompaso Baru
03,05,71,Ranoyapo
07,05,71,Motoling
08,05,71,Sinonsayang
09,05,71,Tenga
10,05,71,Amurang
12,05,71,Tumpaan
13,05,71,Tareran
